id,sent0,sent1,label
7582,She applies a facial mask on her face every night,She applies flour on her face every night,1
2722,He washed dishes on a stove.,He washed dishes in a sink.,0
1111,The newspaper is made of paper,The newspaper is made of plastic,1
3559,She parked her car on the airport runway every day.,She parked her car in her garage.,0
938,Daniela is a beautiful woman,Daniela is a beautiful danish,1
4264,The plane is slower than the car,The plane is faster than the car,0
4606,Something you need to do before you eat dinner is eat food,Something you need to do before you eat dinner is buy food,0
7720,He took the clothes to the repair shop for dry cleaning,He took the clothes to the laundry for dry cleaning,0
4117,The place where the teacher works is the school,The place where the teacher works is the bank,1
4100,Waiter is the most common liquid on Earth.,Water is the most common liquid on Earth.,0
6668,Ants are building houses.,He's building a house.,0
4866,Someone forgot the liver on the train,Someone forgot the umbrella on the train,0
9816,sun bathing removes dirt from the body,water bathing removes dirt from the body,0
351,He called his wife on her pen,He called his wife on her mobile,0
5051,"Don't get too close to the ant, it may eat you","Don't get too close to the lion, it may eat you",0
7509,He took the clothes out of the dryer and put them in the washer,He took the clothes out of the washer and put them in the dryer,0
2637,He is driving his car.,He is driving is fridge.,1
3979,riding a bicycle is for extending power of hands,riding a bicycle is for extending power of legs,0
8111,Grapes grow on the vine,Grapes grow on trees,1
4468,You would get paid because you want to work,You would get paid because you want to sleep,1
1568,Jhoney step in to a saloon for eating food,Jhoney step in to a saloon to cut his hair,0
8012,You can't eat vegetables to get vitamin C,You can eat vegetables to get vitamin C,0
1361,Water comes out of bathroom mirror,Water comes out of bathroom tap,0
2522,The mouse grabbed the eagle.,The eagle flew over the Mouse and caught it.,0
550,A library contains tons of bookshelves,A library contains tons of drinks,1
6180,she was trying on clothes at the mall at noon today,she slept in the elevator at the mall this afternoon,1
5965,"generally speaking, it's very safe to hang out on the dark street at night","generally speaking, it's dangerous to hang out on the dark street at night",0
9172,the bar closed early because it was crowded,the bar closed early because it was empty,0
1116,He rocked the baby to sleep,He put the baby in the fridge,1
3766,Lift your pen from the paper,Lift your pen from the chopping block,1
844,she won gold medal for finishing first in marathon,she won gold medal for finishing last in marathon,1
2319,The chair drove quickly down the road.,The car drove quickly down the road.,0
8832,pictures can be kept on films temporarily,pictures can be kept on films eternally,1
3831,Baby gets nutrition by drinking milk,Baby gets nutrition by drinking water,1
3080,They started their car and drove away.,They started their pterodactyl and drove away,1
3044,He had a strange potatoe infection,He had a strange bacteria infection,0
8972,Alice go to the bathroom for excretion,Alice go to the bathroom for repletion,1
4590,Jane doesn't know her birthday.,Jane doesn't know her birthday party.,0
7891,His mother is happy about the clothes scattered on the floor.,His mother is angry about the clothes scattered on the floor.,0
542,she put a ice cream into the fridge,she put a crocodile into the fridge,1
6871,Jan drinks perfume every day.,Jan drinks honey water every day.,0
296,I wore a black tie to the funeral,I wore a rainbow bowtie to the funeral,1
6063,my parents eat lunch at table,my parents eat lunch on the ceiling,1
9541,she asked the cook to add more salt because she loved sweets,she asked the cook to add more sugar because she loved sweets,0
8194,Squirrel will make a store of leaves for the winter,Squirrel will make a store of nuts for the winter,0
7664,Shanghai is the name of a city.,Shanghai is the humidity of a city.,1
9290,he uses a lot of words to post a message,he uses a lot of water to post a message,1
2954,I can go to Canada,I can go to Narnia,1
3358,The lion hunted the deer,The rabbit hunted the deer,1
8457,Man cannot be reborn.,Man can be reborn.,1
1205,A cemetery contains the remains of the dead.,A cemetery generates the remains of the dead.,1
1323,he drove a helicopter to work,he was driving to work,0
7919,The company spent a large amount of money replacing obsolete devices.,The company spent a large amount of money replacing the latest devices.,1
9498,I felt stomachache after having expired food,I felt energetic after having expired food,1
8216,His father is a wealthy businessman so he never worries about the money,His father is a wealthy businessman so he always worries about the money,1
2541,He used a fishing pole to go fishing.,He used a baseball cap to go fishing.,1
2129,the boy was playing a kite,the boy was playing with the clouds,1
3519,Iron Bars are flimsy and light,Iron bars are sturdy and heavy,0
2740,There is a laptop in the fridge.,There is some lunch meat in the fridge.,0
804,A bird was flying in the sky,A dog was flying in the sky,1
9818,he was fined for smoking in his home,he was fined for smoking in the airplane,0
3821,wear a tie when riding a motorcycle,wear a helmet when riding a motorcycle,0
7826,Many plants and trees grow in the desert.,Very few plants and trees grow in the desert.,0
2994,cellphones make nice pets.,Dogs make nice pets.,0
7314,we can see the future through photos,we can remember the past through photos,0
8375,"When you feel cold, you should cut down on clothes.","When you feel cold, you should add clothes.",0
3811,Everybody stayed up late to see the stones tonight.,Everybody stayed up late to see the stars tonight.,0
8709,The human kidney is a digestive organ.,The human stomach is a digestive organ.,0
1197,Bears can usually kill people with their bare hands.,People can usually kill bears with their bare hands.,1
5954,personal mushrooms are kept in oven to keep fresh,personal mushrooms are kept in refrigerator to keep fresh,0
2261,He got on a plane and flew to his destination.,He got on a car and flew to his destination.,1
7385,I cut the paper with erasers,I cut the paper with scissors,0
301,Learning a language is easy,Learning how to cycle is easy,0
9767,I bought a juicer for drinking fresh juice,I bought a pan for drinking fresh juice,1
6173,he saw an elephant in the bedroom,he saw an elephant at the zoo,0
3848,Oscar got a flat emotion,Oscar got a flat tire.,0
8502,People can see things clearly in the distance with their naked eyes.,People use telescopes to see things clearly in the distance.,0
3424,Moon is the earth's only natural satellite.,Saturn is the earth's only natural satellite.,1
7311,suit is a good quality of a person,honesty is a good quality of a person,0
7967,You can't yell in a movie theater,You can yell in a movie theater,1
9957,Bob goes to work because he feels sleepy,Bob goes to bed because he feels sleepy,0
8930,Tim buys a lock to prevent his bike from being stolen,Tim buys a pair of socks to prevent his bike from being stolen,1
6858,Leopards are decomposers,Earthworms are decomposers,0
644,We ate a house for lunch.,We ate pizza for lunch.,0
8120,The moon cannot produce light,The moon can produce light,1
7404,Not all tableware can be put into the microwave for heating,All tableware can be put into the microwave for heating,1
5769,a pigeon is flying in the sky,a pig is flying in the sky,1
6907,We can hang our wet clothes in the bedroom.,We can hang our wet clothes on the balcony.,0
8678,Tornadoes are a natural disaster,Tornadoes are an animal.,1
8642,Sewerage is very important for cities.,Sewerage is not important to the city,1
8438,People don't need to categorize everything out after you use it.,People should categorize everything out after you use it.,0
2924,I wore a hat on my head.,I wore a sock on my head.,1
6883,Students study in the classroom.,Students study in the shopping mall.,1
4559,Jewelry is valuable,Jewelry is worthless,1
9442,I carried a spoon to eat soup,I carried a fork to eat soup,1
2929,She cooked some tacos,She meditated some tacos,1
8150,Edible salt cannot be used for seasoning,Edible salt can be used for seasoning,0
1809,You can build a new shed on your head.,You can build a new shed in your yard.,0
5885,the flower is fragrant,the rubbish is fragrant,1
6860,He's wearing table,He's wearing headphones.,0
1721,She took the dog for a walk,She took the lion for a walk,1
5249,my boyfriend and i dined on lobster,my pan and i dined on lobster,1
5733,a traveler keep his clothes in a suitcase,a traveler keep his clothes in a bowl,1
6982,Shoes can prevent feet from being scratched.,Shoes can prevent hands from being scratched.,1
4284,James would like to try the restaurant because people's comments for it are bad,James would like to try the restaurant because people's comments for it are good,0
9913,the woman fanned herself with her hand for the air conditioner is new,the woman fanned herself with her hand for the air conditioner is broken,0
2421,She plugged the charger into the banana.,She plugged the charger into the phone.,0
1347,He bought a drink from the shop,He bought a drink from the police station,1
3095,Grandma misplaced her Bigfoot.,Grandma misplaced her glasses.,0
7959,I can't take the high-speed train to Hawaii for a vacation,I can take the high-speed train to Hawaii for a vacation,1
8118,Bulls cannot conceive,Bulls can conceive,1
1570,Cowboys used to ride their horses in the mountains,Cowboys used to ride their bears in the mountains,1
9119,alfred stopped at the drive-thru for a hamburger,alfred stopped at the drive-thru for a lobster,1
2946,The apple fell from the tree.,The apple floated from the tree.,1
1734,"During the day, the sky is usually blue.","During the day, the ocean is usually yellow.",1
3774,The boy likes swimming in a pool.,The boy likes swimming in an ocean.,1
672,I went to the hospital to pick up my eye prescription.,I went to the Cinema to pick up my eye prescription.,1
6319,The factory is producing paper from wood pulp.,The factory is producing paper from glass,1
122,He put the ice cream in the freezer,he put the ice cream in the closet,1
5092,I get up at twenty five o'clock.,I get up at six o'clock.,0
9720,twins died on the same day,twins were born on the same day,0
9228,the student's grade was lower for the incorrect answer on the exam,the student's grade was higher for the incorrect answer on the exam,1
140,He put a card in his wallet.,He put a horse in his wallet.,1
9717,I use a knife to eat rice,I use a spoon to eat rice,0
5506,do not drink the water in the summer,do not drink the water in the river,0
9467,he is such a smart boy that he learns everything slowly,he is such a smart boy that he learns everything fast,0
9204,I wiped the book with a tissue and the words on the cover came off,I wiped the book with a tissue and the dust on the cover came off,0
8406,Flies bite people.,Mosquitoes bite people.,0
4207,The Arctic Pole is warmer than many places.,Antarctica is colder than many places.,0
4959,I go to the restaurant to eat food,I went to the toilet to eat food,1
2235,He wears a coat in the winter,He wears a sofa in the winter,1
76,She cuts a pizza with a knife.,She cuts a pizza with an advertising board.,1
6500,The Potala Palace is a famous building in Tibet.,The Potala Palace is a famous building in Xinjiang.,1
3075,Some brief cases have horns on them,Some brief cases have locks on them,0
2230,She put gas in her motorcycle to drive to work.,She put gas in her skateboard to drive to work.,1
9436,child need to be taught how to read,child need to be taught how to laugh,1
4990,He explained detailed steps on the sky to all the students,He explained detailed steps on the white board to all the students,0
9999,I have a desk on my lamp,I have a lamp on my desk,0
6303,The chef is sharpening the knife with sharpening stone,The chef is sharpening the knife with glass,1
3298,He went to a party last night and drank too much.,He went to a party last night and studied too much.,1
3142,The King put the clown on his head.,The King put the crown on his head.,0
1553,Highlighters can have different colors.,Highlighters can only be yellow.,1
1641,He cooked a chicken for dinner,He cooked a lion for dinner,1
4085,we must exercise to sustain energy levels,we must eat to sustain energy levels,0
7486,"The music is so loud, so I turn down the volume","The music is so loud, so I turn up the volume",1
6670,Monkeys are playing games.,Gos's playing games.,0
4778,"Upgrading the seat can give you a more comfortable seat, but it also means less money","Upgrading the seat can give you a more comfortable seat, but it also means more money",0
6518,My uncle picks fruit in autumn.,My uncle picks fruit in winter.,1
6552,Milk can refresh people.,Coffee can refresh people.,0
5301,"he has to remove the stone from his shoe, or it will hurts his foot","he has to remove the stone from his shoe, or it will hurts his hands",1
6439,Someone can pick up darts by hand,Someone can pick up bullets by hand,1
6516,Tattoos are traditional Chinese cuisine.,Tattoos are traditional Japanese cuisine.,0
3430,Oranges enjoy playing outside with friends,Children enjoy playing outside with friends,0
2280,The cat ate a treat,The cat ate a horse,1
8014,Apples are bad for people's health,Apples are good for people's health,0
8640,Different people have the same occupation.,Different people have different occupations.,0
3819,Mom washed the fruits with water,Mom washed the fruits with paint,1
3299,Brushing your teeth three times a year is good for your dental health.,Brushing your teeth three times a day is good for your dental health.,0
4806,"When people say ""Cheers"", you should drink all the spirit","When people say ""Cheers"", you should drink all the water",1
6092,he drinks water by phone,he drinks water by cup,0
259,She drove her car around the supermarket to collect groceries,She pushed her trolley around the supermarket to collect groceries,0
373,He liked the food made by the dog,He liked the food made by the chef,0
3411,We talked after drinking some biscuits,We talked after drinking some tea,0
4318,Smoking is good to health,Smoking is harmful to health,0
4679,"He likes playing video games, especially when he is sleeping","He likes playing video games, especially when he is at home",0
3419,He played chess with his friend in the stone.,He played chess with his friend in the pub.,0
7227,Eating is very necessary for human beings.,Sports are very necessary for human beings.,1
2139,The father put a band-aid on his child's scraped knee.,The father put a band-aid on his child's scraped hair.,1
288,It rains occasionally which is horrible for the trees and grass.,It rains occasionally which is good for the trees and grass.,0
6273,Diamonds  in the down jacket,Duck feather in the down jacket,0
8186,Butterflies line up when flying,Wild geese line up when flying,0
6774,Bob twisted the screw with pliers.,Bob twisted the screw with a screwdriver,0
2177,He bakes cake in an oven,He bakes phones in an oven,1
3681,Your eyes are in your mouth.,Your teeth are in your mouth.,0
905,Squids are land animals,Squids are aquatic creatures,0
7875,"He has been resting, so he soon learned to swim.","He has been practicing, so he soon learned to swim.",0
3288,You must enjoy the outdoors more than the indoors,You can enjoy the outdoors more than the indoors,0
3740,The ball is square.,The ball is round.,0
9531,Elisa was terrified bitten by a snake,Elisa was terrified bitten by a book,1
1802,The sausage was very spicy,The chair was very spicy,1
3812,A keystone helps support an arch,A branch helps support an arch,1
3318,I poured the entire ocean in my cereal bowl.,I poured milk in my cereal bowl.,0
1711,Dogs are similar to wolves in being pets.,Dogs are similar to wolves in being canines.,0
6702,Basketball was invented by monkeys,Basketball was invented by human beings,0
3128,Wolves are a great pet to have for families with kids.,Dogs are a great pet to have for families with kids.,0
8923,they speak in c++ in order to communicate with each other,they speak in English in order to communicate with each other,0
4861,That guy raised the umbrella to shield himself from the rain,That guy raised the umbrella to shield himself from the earthquake,1
9285,he usually goes to the gym to do exercise,he usually goes to the gym to sleep,1
2183,he was sent to a boarding school for his in disciplinary actions,he was sent to a restaurant for his in disciplinary actions.,1
5680,"One of the ""C""s in ""calculus"" does not get pronounced.","One of the ""C""s in ""Connecticut"" does not get pronounced.",0
2904,He put the letter in the mailbox,He put the hippo in the mailbox,1
1329,Something you find in sea is fish,Something you find in sea is elephant,1
2189,He put milk in the fridge,He put milk in the freezer,1
6634,The sun shines on the earth,Shoes shine on the earth,1
61,He was tired and so he went to get into his car.,He was tired and so he went to get into his bed.,0
1783,natural roses have crystals,natural roses have thorns,0
979,We played our last football tournament at Telsi Indoor Restaurant.,We played our last football tournament at Telsi Indoor Stadium.,0
4872,"Those students love this place so much, they are happy to say farewell","Those students love this place so much, they are sad to say farewell",0
5890,leaves are usually yellow in summer,leaves are usually green in summer,0
1926,HE PUT HIS FOOT INTO THE SHOE IN ORDER TO TRY IT ON.,HE ALSO PUT HIS HAND IN THE SHOE TO SEE IF IT FITS.,1
7092,I used my mobile phone to call my father.,I used a lighter to call my dad.,1
6308,He is playing billiards with a toothpick,He is playing billiards with a pool cue.,0
4823,He announced the time according to the roof in the church,He announced the time according to the clock on the church,0
3665,Most people that live in Germany speak German.,Most people that live in China speak German.,1
3223,I drove my car to the moon yesterday.,I drove my car to the store yesterday.,0
151,I dress myself,I dress a lion,1
8164,Bitter melon has a smooth surface,The surface of bitter melon is not smooth,0
8570,"He is afraid of the dark, so he hardly goes out at night","He is afraid of the dark, so he goes out every night",1
1582,people cry in a comedy show,people laugh in a comedy show,0
4901,drinking wine is harmful for health,drinking wine is good for health,1
9428,parents often use chocolate to punish their children,parents often use chocolate to reward their children,0
9295,he drinks oil when he is thirsty,he drinks water when he is thirsty,0
7572,The media encourages people to defecate in public,The media criticizes people for defecating in public,0
2984,The cow is eating the grass.,The dog is eating the grass.,1
1215,He changed the light bulb.,He changed the air.,1
5944,Caesar won a battle and got a lot of spoils,Caesar encountered a military defeat and got a lot of spoils,1
9378,many precious stones are used in cooking,many precious stones are used in jewelry,0
8747,Global warming shouldn't attract people's attention,Global warming should attract people's attention,0
6279,My brother likes to eat durian peel.,My brother likes to eat apple peel.,0
1045,my brother is strong stone,my brother is strong person,0
2856,I put a hat on my head,I put a dog on my head,1
8584,Mom has a beard,Mom doesn't have a beard,0
8942,i will pick you up on the CD disk,i will pick you up at the bus stop,0
7890,Children can play near high voltage lines.,Children shouldn't play near high voltage lines.,0
945,The cop arrested the robber.,The cop arrested the fish.,1
6887,Put the carrots in the fridge.,Put the microwave in the fridge.,1
913,He climbed up a mountain using his mountain bike,He climbed up a mountain using his snowboard,1
2739,The tree is 20 feet tall,The flag is 20 trees tall,1
22,She took the chair for a walk,She took the dog for a walk,0
9487,I connected to the Internet to shop online,I connected to the hi-fi to shop online,1
5094,He is collecting money.,He is collecting monkey.,1
6710,Haze is a weather phenomenon.,Haze is an energy source,1
3483,He shook his boss' wife's mandible,He shook his boss' wife's hand,0
5275,you can freeze the soup in the refrigerator,you can freeze the soup in the toilet,1
7907,"He was very suspicious of her, so he told her everything he knew.",He trusted her so much that he told her everything he knew.,0
2818,A dalmatian has spots.,A tiger has spots.,1
3425,The window opened to the attic,The window opened to the outdoors,0
9948,he lit some salt to give light,he lit a candle to give light,0
2555,The movie was played on the tv which sat on the tabletop.,The movie played on her tabletop.,1
8739,Vocabulary is an important part of English learning,Vocabulary isn't an important part of English learning,1
6269,My sister cut an iron column with scissors,My sister cut a rope with scissors,0
6044,Tom feels cold in winter,Tom feels hot in winter,1
5670,"If someone asks you a question you don't know, just say ""I'm a potato.""","If someone asks you a question you don't know, just say ""I'm not sure.""",0
7550,The professor is liked by his students because he is friendly,The professor is liked by his students because he is harsh,1
7524,The rabbit climbed up the tree,The squirrel climbed up the tree,0
7287,12-year-old Mary is shorter than she was six years ago.,12-year-old Mary is taller than she was six years ago.,0
8759,Studying hard is useful.,Studying hard is useless.,1
4379,you want to eat bread,You want to eat a desk,1
9266,Often do not eat breakfast will make people healthy,Often do not eat breakfast will make people sick,0
2035,She put her tv on her feet.,She put her jazz shoes on her feet.,0
3697,a pig graduates from a school.,a student graduates from a school.,0
4478,My robot and I like going hiking.,I like going hiking with my robot.,0
6626,Bob is revising his composition,ant is correcting the composition,1
9643,people go to jail because they don't want freedom,people go to jail because they sinned,0
2590,She flew her car to the store.,She drove her car to the store.,0
4164,The dogs attacked the mailman,The stars attacked the mailman,1
7557,"My father has a bad tooth, so he goes to the vet","My father has a bad tooth, so he goes to the dentist",0
7210,Astronauts usually travel to space by rocket.,Astronauts usually travel to space by train.,1
3168,You can call someone using your tv,You can call someone using your phone,0
8938,i use pencils to cut paper cuts,i use scissors to cut paper cuts,0
9187,the burglar broke into my house without awakening me up,the burglar broke into my house without calling me up,1
7045,Drugs are harmful to human health,Drugs are good for human health,0
5692,The forest is comprised of thousands of evergreen trees.,The forest is comprised of thousands of weeds.,1
7838,Old people are particularly vulnerable to the flu.,Young adults are particularly vulnerable to the flu.,1
3879,You can touch the snow.,You can touch the wind.,1
1415,She told her husband she had been shopping but had not bought anything.,She told her husband she had bought something but had not done any shopping.,1
8962,French fries are made of oranges,French fries are made of potatoes,0
9365,humans can fly with planes,humans can fly with wings,1
7003,The calendar shows the time.,The calendar shows the date.,0
5410,I had to fetch water from the well,I had to fetch water from the bed,1
2724,She cut the cake with a knife.,She cut the diamond with a knife.,1
9129,he ate too much that his fart was smelly,he ate too much that his fart was sweet,1
8851,there are many trees in the pond,there are many aquatic plants in the pond,0
9849,A rat can survive a fall from a five-floor building,A person can survive a fall from a five-floor building,1
2919,A human can tie things,A cat can tie things,1
958,Mountains from Poland are very high,Beaches from Poland are very high,1
689,He was driving the car on the sea,he was driving the car on the road,0
9713,the benign tumor doesn't have fatal harm for you,the malignant tumor doesn't have fatal harm for you,1
7223,There are thirteen months in a year.,There are twelve months in a year.,0
3890,Most kids  in America have purchased one or more cars,Most adults in America have purchased one or more cars,0
3375,The earth is the shape of a table.,The earth is the shape of a ball.,0
8984,he put on a sweater and go skiing,he put on a t-shirt and go skiing,1
6282,This fossil has existed for tens of thousands of years.,This people has existed for tens of thousands of years.,1
1031,Duct tape can be used to seal air.,Duct tape can be used to seal air ducts.,0
3964,Ears can be used for touching.,Ears can be used for listening.,0
6690,table needs electricity.,Air conditioning needs electricity,0
933,Oatmeal always eats me in the morning.,I always eat oatmeal in the morning.,0
9797,you can use money to buy some products to live longer,you can use money to buy some health to live longer,1
6385,Alcohol can make you more powerful,Alcohol can make you drunk,0
5855,this chocolate can memorize million bits of information,this chip can memorize million bits of information,0
570,My cat is as big as elephant.,My cat is lovely.,0
2948,A thing that you find on an apple tree are apples.,A thing that you find on an apple tree are pears.,1
1845,the sunscreen protects me from the sun,the sunscreen protects me from the rain,1
374,He got into the bathtub to sleep.,He got into the bed to sleep.,0
475,A caterpillar ate a dog.,A dog ate a caterpillar.,0
9836,mom cooks the fried egg once a week for me,mom cooks the fried tiger meat once a week for me,1
1517,They put the dinosaur into the kennel.,They put the dog into the kennel.,0
428,John likes to have ice cream after dinner.,John likes to have arsenic after dinner.,1
6330,Farmers use sesame to extract oil,Farmers use water to extract oil,1
6024,the high-speed railway runs very fast on the ground,the high-speed railway has such a quick speed for its capacity of flying in the sky,1
9916,the DJ turned the music on and everyone left the party,the DJ turned the music on and everyone began to dance,0
7872,We are asking people to boycott the companies that use child labor.,We are asking people to support companies that use child labor.,1
3949,You can drink some wine while driving.,You can drink some tea while driving.,0
7713,He carved a bird out of soy sauce,He carved a vivid bird in plaster,0
3255,The mountain is in the closet,The blanket is in the closet,0
8185,Ostriches always stick their heads in the sand,Ostriches never stick their heads in the sand,1
1866,He planted tomato seeds in the Persian rug,He planted tomato seeds in the garden,0
7991,you should eat when you feel hungry,you should do exercise when you feel hungry,1
9763,Alice broke down when the situation was hopeful,Alice broke down when the situation was hopeless,0
3409,Jane was eating food.,Jane was eating a shoe.,1
3597,The man put a block in the microwave.,The man put a sandwich in the microwave.,0
994,He regularly went to read for exercises body,He regularly went swimming for exercises body,0
180,He put the shoes in his mouth,He put the pills in his mouth.,0
3052,He answered the phone when it rang.,He answered the soda bottle when it rang.,1
5212,baby birds do not have strong wings to fly,baby birds do not have strong arms to fly,1
7602,He saw the living dinosaur in the museum.,He saw the skeleton of a dinosaur in the museum.,0
5294,he picked up his mug and blew off the steam,he picked up his train and blew off the steam,1
4776,I had chairs from Subway as my lunch,I had sandwich from Subway as my lunch,0
4173,China has 34 provincial administrative regions,China has 34 administrative regions,0
9697,goose liver is an expensive ingredient,human liver is an expensive ingredient,1
414,The dog barked at the horse,The horse barked at the dog,1
2771,The fish swam in water,The fish swam in fire,1
8079,Asians generally have black skins,Asians generally have yellow skins,0
7244,Staying up late is bad for your health,Staying up late is good for your health,1
3386,She was wearing her glasses,She was wearing her bats,1
5903,we keep in touch by sleeping,we keep in touch by writing letters,0
5929,John determines to grow taller so she eats more,John determines to grow taller so she eats less,1
4215,Elephants carry goods with their long trunks,Elephants carry goods with their long necks,1
1703,You cut your hair with a hairbrush,You brush your hair with a hairbrush,0
1742,he made juice with the mixer,he made pizza with the mixer,1
4912,People eat with their mouth,People eat with their eyes,1
7630,He was lazy at work and got everyone's approval.,He worked hard and won everyone's approval.,0
5786,trees usually fall leaves in autumn,trees usually fall leaves in spring,1
5762,Mary is constantly making up to make her ugly,Mary is constantly making up to make her beautiful,0
9337,people can pick lemons off from trees,people can pick watermelons off from trees,1
7791,Jumping and bouncing are not allowed when taking the elevator.,Jumping and bouncing are allowed when taking the elevator.,1
8620,He planted the tree beside the road,He planted the tree in the middle of the road,1
7363,I listen to the news on the radio every morning as I drive,I read the news in the newspaper every morning as I drive,1
1490,He played a game of chess.,Chess played with his mind.,1
6122,fire is hotter than ice,fire is colder than ice,1
1228,He put a frozen pizza in the refridgerator,He put a frozen pizza in the oven,0
2430,I am driving the house,I am driving the car,0
6526,Programmers use computers to program.,Programmers use looms to program.,1
659,Raccoons often read picture books.,Children often read picture books.,0
9146,the dog chased the cat up the tree,the dog chased the cat up the sofa,0
1965,She kicked the soccer ball with her foot.,She kicked the soccer ball with her hand.,1
7036,We can take the train for free.,We need to pay to take the train.,0
1611,Dogs have feathers.,Eagles have feathers.,0
7884,He was revered for his betrayal by his fellow countrymen.,He was revered for his bravery by his fellow countrymen.,0
4567,Pamela drove across the border,Pamela drove in the border,1
4295,Sometimes reading a megacity causes interest.,Sometimes reading a magazine causes interest.,0
7134,Spacecraft can travel on rail,Spacecraft can travel in space,0
2935,The boy can ride a bike.,The cheetah can ride a bike.,1
506,The two children threw a ball back and forth.,The two children threw a knife back and forth.,1
58,the school was open for summer,the school was open for fall,0
4421,You are likely to find a heifer in a barnyard,You are likely to find a dolphin in a barnyard,1
6515,The mother tongue of Chinese is Chinese.,The mother tongue of Chinese is English.,1
5372,a patient will usually listen to the doctor's advice,a patient will usually listen to the actor's advice,1
299,he kept ice cream in oven,he kept ice cream in the freezer,0
7306,I go swimming at the cinema with my friends every weekends,I go swimming at the gym with my friends every weekends,0
1820,A globe is shaped like a sphere.,Dice are shaped like spheres.,1
7021,Coke is indispensable for human existence,Water is indispensable for human survival,0
2839,He watched the show on a lion,He watched the show on a tv,0
1332,There are lot of buildings in a forest,There are lot of trees in a forest,0
874,An ant ate my pizza.,Dave ate my pizza.,0
6380,Rainbow is produced on sunny days,Rainbow is produced on rainy days,0
1830,School is good for kids,Drugs are good for kids,1
9834,if you fail the exam you should study harder for next time,if you fail the exam you should cheat next time,1
6070,guns are beneficial for human,guns are dangerous for human,0
3100,The astronaut flew to space in a rocket.,The astronaut flew to space in a submarine.,1
7054,Pens need to absorb ink before they can be used.,Pencils need to absorb ink before they are used,1
3885,The effect of destroying your enemy is losing a fight,The effect of destroying your enemy is winning a fight.,0
2407,Many people live in Canada.,Many people live on Mars.,1
8193,This device is designed for the conversion of waste into usable products,This device is designed for the conversion of usable products into waste,1
4919,Mosquitoes won't bite people,Mosquitoes bite people,0
6347,The hail fell in the sky,The gold fell in the sky,1
6233,birds like reading book,teachers like reading book,0
1349,The boy hit the baseball with the broom.,The boy hit the baseball with the baseball bat.,0
4466,A dog must do the housework.,A person must do the housework.,0
1007,He wore running shoes in his legs,he wore running shoes in his nose,1
541,Gunpowder can burn for hours,A candle can burn for hours.,0
4338,My cat is reading newspapers now.,I am reading newspapers now.,0
2598,My Brother eats balls after Lunch every day,My Brother eats an orange after Lunch every day,0
9846,Something you might do while taking the bus is drawing an oil painting,Something you might do while taking the bus is reading a newspaper,0
840,Skyscrapers are large.,Skyscrapers are pink.,1
5522,education can be obtained at any age and at any place,education can be obtained at any age and at any cars,1
7248,Achilles tendon fracture can be strenuous exercise,Achilles tendon fracture can not do strenuous exercise,0
4639,People should talk louder in the cinema,People should be quiet in the cinema,0
7435,My dog likes driving car,My sister likes driving the car,0
9190,the security guard let the man pass for his sneaky behavior,the security guard put the man down for his sneaky behavior,0
416,He caught a fish with a fishing rod,He caught a fishing rod with a fish,1
9658,I use Photoshop to change the color of my room,I use paint to change the color of my room,0
6632,Mouse is made of plastic,Mouse is made of rubber,1
1688,The pen ran out of ink,The ink ran out of pen,1
7357,"If you want the baby to laugh, you can make a face","If you want the baby to laugh, you can shout at it",1
4441,He told her a happy story to cheer her up.,He told her a sad story to cheer her up.,1
4724,He just had an surgery because he thinks it's fun,He just had an surgery because he was severely injured,0
5709,The man thought the task was too spicy.,The man thought the task was too difficult.,0
4563,Cats likes fish,Fish likes cats,1
2133,She wore sandals to work.,She wore a tree to work.,1
5629,Bears' fur is pink because they eat pink food.,Flamingoes' feathers are pink because they eat pink food.,0
8398,The duty of a soldier is to protect his country.,The duty of a soldier is to teach and educate.,1
2697,The birds can fly,The monkeys can fly,1
2307,He eats an egg every day,He eats a pen every day,1
5343,we arrived at the airport and checked our livers,we arrived at the airport and checked our baggage,0
5748,a bird flies in the sky,a bird swims in the water,1
3246,The sky is falling.,The sky is blue.,0
633,smoking causes cancer,cancer causes smoking,1
6838,Tim iced his drink in an refrigerator,Tim iced his drink in an oven.,1
1768,The first thing you do when doing laundry is to throw it in a puddle.,The first thing you do when doing laundry is to sort it.,0
3531,My brother drove to work in his car.,My brother drove to work in his bed.,1
9979,Eric told a lie and his mother scolded him,Eric told a lie and his mother praised him,1
9853,Alice formed a habit of sleeping to keep fit,Alice formed a habit of jogging to keep fit,0
9071,he got punished by the boss because of his hard work,he got paid by the boss because of his hard work,0
3462,She poured paper on her weetbix,She poured milk on her weetbix,0
8468,Light can bring us light.,The table can bring us light.,1
5209,we can have the washing done at the gym,we can have the washing done at the laundry,0
9583,newspapers are printed by journalists,newspapers are printed by printers,0
4405,Sally's old studios came back to visit her,Sally's old students came back to visit her.,0
7800,"The art gallery was broken into last night, and the policemen got away with two valuable paintings.","The art gallery was broken into last night, and the thieves got away with two valuable paintings.",0
5435,Ben flew a small car to Cuba,Ben flew a small plane to Cuba,0
187,He played the piano with his fingers.,He played the piano with a ship.,1
9565,she employs a driver because she can't drive,she employs a chef because she can't drive,1
8872,she goes traveling on holidays,she goes traveling on weekdays,1
8647,Guitar is one of my favorite sports.,Badminton is one of my favorite sports.,0
8838,i park my car in the garage,i park my car in the living room,1
1515,She fed her baby milk,She fed her baby plastic,1
