The waves were crashing on the street,Waves usually seen at water bodies
The dog walked into the sky.,dogs need to be grounded to walk
He is waiting for his flight in the metro station,Trains and subway cars use metro stations.
he eats books every morning,Books are not edible
he tried hard to succeed to frustrate his parents,people's parents naturally want them to be successful
a spider has six legs,a spider has eight legs
"I need an ear phone, or I could be late for office",Ear phone can't wake people up
Sheep are eating mutton,Sheep do not eat mutton.
People should conflict with each other.,Conflict leads to enemity
You might find diamonds on a menu in a restaurant.,Diamonds are not food.
I put my bowling alley on the couch,A bowling alley won't fit on a couch
Dad is riding at sea,Sea is a place where we cannot ride.
I went to ski at an office.,Skiing is done in mountains not at an office
The nurse cared for the healthy patient,Healthy patients do not need medical care.
he drank milk in a fork,impossible to drink with a fork
She opened both her eyes to go to sleep.,You open your eyes to wake up from sleep.
I drank too much water and cannot drive.,drinking water does not impair one's ability to drive
He set a shark on the table.,A shark can't swim on a table.
All the American people will celebrate the Spring Festival,the spring festival is a Chinese festivle
Paul was a three meters man,Three meters has beyond the highest man in the world
burying garbage is a green lifestyle,burying garbage is the complete opposite of a green lifestyle.
My muscles are sore from too much rest yesterday.,Resting would not make muscles sore. Exercise would though.
You should play games when the final exam is coming soon.,Playing games and not studying could make you fail a final exam.
The aircraft landed on the highways as normal,Aircrafts do not normally land on highways
the teacher let the children play on the desks,desk is not a place of playing childrens
The pilot is piloting his bus across the Atlantic,You cannot drive a bus across water.
"During holidays, there aren't many tourists in the scenic spot",holidays attract tourists
She rubbed trash on her face.,No one uses trash to put on makeup.
My vanilla smells like shampoo,Vanilla is a scent and shampoo is a product
Stone is rich in nutrition.,"Stones may have minerals, but they are inedible."
The girl got up early to milk the mouse,Mice do not get milked like cows.
Pamela drove in the border,Pamela cannot drove in the border
The injured leg has improved his ability to run.,"An injured leg is not conducive to movement, let alone to improve running ability."
Animals prepare their food using photosynthesis metod,"Animals depends on plants, plants eating animals  for food"
"if you want to have lunch, you must choose a restaurant",One does not have to go to a restaurant to have lunch.
Leaves are used to write something down.,Leaves do not produce any sort of ink and can't be used for writing.
a restroom is a place for dining,A restroom is a place for using the bathroom.
a cup is used to write,A cup is not a writing instrument.
"He posted a cat to his friend, but it never arrived.","You cannot send a cat through the post,"
Grandma misplaced her Bigfoot.,Bigfoot is an imaginary creature.
cars on the railway multiply during holidays,Cars does not ride on a railway but on the road.
Sarah put cats in the fridge.,Cats do not belong in the fridge but only food and drinks belong in the fridge to avoid from spoiling.
open your mouth and show me your stomach,stomach is not in mouth.
All dogs in public places should be released,People will be in danger by free dogs.
There was a house made of paper.,Can not live in a house made of paper.
The shark has hunted the zebra in the jungle.,A zebra lives on land which cannot be hunted by a shark in water.
I felt happy again after eating terrible food,Terrible food makes you feel bad which does not lead to happiness.
He was fishing in the ladder,You can only go fishing in a body of water.
fiona put the soup on ice cubes and it became thick,the temperature of the soup doesn't affect its thickness
you give objects when you go shopping,You buy objects when shopping.
my brother drive lion,lion is a animal
The race car drives on one wheel,car has minimum four wheels
"If you want to protect your eyesight, look at the computer more often",Starting into a computer screen for long periods of time causes eye strain.
The earth circles around the moon.,The moon circles around the earth.
A singer tends to get popular because his songs are bad,Popular singers should have catchy songs.
the moon is a planet of the solar system,"The moon is a natural satellite that orbits the earth, not a planet."
He cooked a recipe that he has seen on the oven,Oven is a cooking device and cannot be used to watch tv show
If I drop a baseball from 15 feet in the air it onto concrete it will break.,Baseballs are made out of material that won't break even under very heavy impact.
Fishes grows on the ground,Fishes are living under water
the future is predictable,the future is not predictable
Something you find at a relatives house is mountain,The relatives' house cannot accommodate a mountain
"In order to exercise, I learn to draw.",Drawing is not a kind of exercise.
All living people have legs.,There are people living without legs.
If you want to give something you should destroy it.,"If you destroy something, it is not usable.  You would give something you destroyed."
we filled a bowl with fire before the movie,Fire cannot be used to fill things.
a dog wags its tail to call its mom.,dogs cant use phones
The boy drove his scissors to school.,Scissors cannot be driven
Rotten food smells nice.,rotten food smells terrible
We went to the mall to review our lessons.,Malls are places for shopping and are not suitable for study.
She ate a big sandcasttle on the beach.,sandcastle is not for eating
A pillow factory is a great place to find fresh produce.,"Pillow factories produce pillows, they do not sell produce."
The rabbit hid in it's shell,"Rabbits have fur, not shells"
"""I was killed in the car crash"", he said",A person cannot tell you they were killed in a car crash.
today i went to fire,fire is not a living place
two people who hate each other will kiss,people who like each other will kiss
A chopsticks is a tool for learning and remembering,Chopsticks are used for eating
He wants to go to the supermarket to buy a pet.,Supermarkets don't sell pets.
A baby took the bus alone.,No baby is able to take a bus alone.
He puts his shark in the car,Car is place not to put his shark.
Wild geese hibernate in winter.,Geese do not hibernate.
The man paid the bill with water.,Water usually does not hold up while money is tangible.
You can buy cigarettes in bottles,Cigarettes come in boxes.
I had a sweet dream when I was awake yesterday,people dream only when they sleep
I want to make an appointment for a facial last week,you can only make appointments for future events
Bags can be made of water.,Water can't be made into bags at all.
Burning trash purifies air quality.,Burning trash sets free a lot of toxins
He put the e-mail into the envelope,LETTER IS NOT A EMAIL
All lions are required to attend the meeting,lions do not attend meetings
we had lunch together on March 33rd,there aren't 33 days in March
Every volcano erupts,Extinct volcanoes are inactive
Toyota sold the man a refrigerator.,Toyota does not sell refrigerators.
every time my cat eats bamboo it is very happy,Cats don't eat bamboo.
kissing someone is for showing your disgust,You don't want to kiss someone if you disgust them
The nurse cared for the healthy patient,Healthy persons are not necessary to be cared by others.
He ate a mobile phone,Mobile phone is not eatable
One of the things you do when you wake up is saying good night,You say good night when you go to sleep
the bar is a good place to prepare for the exam,the bar is a very noisy place
boats sail on the sky,Boats don't fly.
There is a way to cure every kind of cancer now,There is not a way to cure every kind of cancer yet
he ordered father from online shop,Father is a relationship. We can ordered from any online shop
she made an error in her calculations because she checked it several times,checking several times usually lower the error rate in the calculation
the television watched him,the television has no eyes and cannot watch
they hung out at the meeting room,Meeting room is a place to discuss something important.
People often wipe their sweat with bedsheets.,The sheets are laid on the bed for sleeping.
I sat in the trunk of the taxi with my girlfriend,You don't ride in the trunk of a taxi.
He turned on the fan since it was dark,The fan would not provide any light.
it took one week to transport the poison to the disaster-hit area,it does not make sense
we take lessons in toilet,Toilet is for evacuating bodily waste
Can I borrow your ruler to cut the turkey?,Rulers are used to measure and knives are used to cut meat.
Eating lots of french fries is good for you.,French fries are unhealthy.
babies drink beer,Humans do not feed babies things that do not contribute to their development.
This book looks good on you,a book isn't an outfit.
Arguing is a way of expressing love between couples,Arguing destroys love between couples
I bought a Porsche 911 for thirty dollars.,Porsche 911 costs a lot more money that thirty dollars.
he breathes air in space,Space is a place where there is no air.
People wear shoes on their head,Shoes are not worn on a person's head.
Write on the blackboard with stone.,Writing with a stone will destroy the blackboard.
An ant ate my pizza.,One ant cannot eat an entire pizza.
The core of the banana is too hard to eat.,The core of banana is small and soft and can be eaten directly.
A party nullifies a marriage.,PARTY DUTY NOT NULLIFIES A MARRIAGE
Plum blossoms blossom in summer.,Summer is not the season for plum blossoms.
The astronaut is unlucky to survive in the explosion,It's lucky for a person to survive from a disaster
"The war started, thus the soldiers can go home",If the war starts it is not possible to soldiers go home because they are the main people to fight.
You can find a dog in a hot dog.,Hot dogs are not made of actual dogs.
I need inspirations to clean bowls,cleaning is necessary and doesn't require inspiration.
Everyone should get stung by a bee every day.,There is no benefit to getting stung by a bee.
The suspect was executed because of the lack of evidence,Without strong evidence no one can be executed according to rules
he put the dryer into the washing machine,a dryer cannot fit into the washing machine
we talked too much that we all puked later,Only talking do not puke humans. If puked on-spot on later.
Johny eats dinner out of a bottle,Dinner cannot be put inside a bottle.
The sun brings darkness to mankind,The sun shines.
It's very hot in winter.,The winter has cold weather.
Generally people sleep during day,Daytime is when people are awake
A  lion uses vegetables to cook dinner.,A lion cannot cook.
Tesla makes gasoline powered cars.,Tesla is widely known for making electric cars.
You may see a monster in the tree,MONSTER IS NOT A BIRD
There can't be fish in the river,Water is the growth environment of fish
The snail's shell is his food.,A snail cannot eat it's shell.
sheep are eating meat,Sheep are herbivores
mark is a pilot and he assembled an aircraft,Pilots fly planes but they do not assemble them.
Farmers live by planting money,Farmer's are know for their success at raising livestock and growing quality fruits and vegetables.
a cat hides above a car to shelter from the rain,"Common sense tells you that a cat would hide under a car for shelter from the rain, not above a car."
The USA is a great country that lies in Asia.,The USA lies in North America.
She bought an itchy calendar at the mall.,calendars cannot be itchy
the flowerbeds brim with a mixture of lilies and batteries,Batteries don't grow in flowerbeds.
people often go swimming in a car,in car we can go only driving
A autocratic society allows different views to exist in harmony.,Autocratic society only allows one view
Tie-dyed teenagers wear t-shirts.,Teenagers can't be tie-dyed.
Submarines are flying in the sky,Submarines travel under water.
You are likely to find a oven in a home improvement store,Home improvement stores are to spruce up areas of your house.
Snake is a pet animal,Snakes live in the wild.
"When we are full, we will continue to eat.","When we are full, we no longer want to eat."
Salesmen always introduce the disadvantages of their products to customers,If disadvantages of products are discussed by salesmen they would be fired.
Harry is sweeping the floor with a knife,Knife is a device cannot used to sweeping the floor.
He had contact lenses on his three eyes,Most people have 2 eyes
A cat was driving the car,cats are not capable of driving
Jack takes his spaceship to work,Nobody has a spaceship.
A box of snakes is a perfect gift for children.,Snakes are dangerous
Alcoholic beverage can be sold to teenagers.,The age restriction for buying alcohol is older than a teenager.
people speak to others in French in China,French is the language of France
the drink tasted great because i was so hungry,beverages do not satiate hunger.
Football is played using shuttle cork,You don't use a shuttle cork for football
people usually work on Sundays,people usually not  work on Sundays
Lions blood sucking,Lions eat flesh and do not suck blood
He saw a huge unicorn in the zoo,unicorns don't exist
Dip your hair in to see how hot the water is,Hair cannot feel the temperature.
"Stacey wanted to have some fun, so she went to church","church is a place for praying and contemplation, not fun"
The ship ran on the road.,Ships are in the water
remember to bring a bikini to protect your clothes,A bikini will not protect your clothing.
"if you want to travel, you should have a talk with a pilot",a pilot is very likely to be unable to give you right advice about travel
The workers found an ancient iPad when they were digging the ground,The iPad is a modern invention.
The factory contributes lots of rain to the local community,Factories will not intervene the local weather
The girl hit home and it ran,A house can not run
If it is cold most people sleep under a snake.,A blanket holds in body heat a snake is an animal.
he used chopsticks to eat soup,Chopsticks aren't able to hold any liquid.
You might enjoy a wound,wounds are typically painful
Family environment is not important for children.,Children thrive with happy home environments.
plastic surgery is for health,Plastic surgery is often elective and for cosmetic purposes.
people jump from building to avoid stairs,people use lift in a building to avoid stairs
this man can jump across a mountain easily,Humans were designed to not jump that for nor high.
He devoted his life to the study of courage.,there is no study of courage.
she was swimming in hot oil.,You only swim in water
Tony plays badminton with his dog,A dog is not able to play badminton.
It is cold everywhere,It cannot be cold everywhere.
the boy was afraid to go to bed because he watched a comedy movie,a comedy movie doesn't make people afraid of sleeping
He wore  his mailbox.,mailbox is not a wearing accessory
all books are worth reading,Some books are meaningless
my favorite thing is surfing in the swimming pool,swimming pools don't have the wave that surfing needs
water is for putting in your car engine,Water does not act as fuel in a car engine
he is allergic to cats so he keeps a cat as a pet,he can't even get close to a cat otherwise he may die
Geese migrate to find colder weather for the summer.,Geese migrate only in winter.
i wear a belfry to be informed of the time,A belfry is part of a bell tower and may toll the time but it cannot be worn like a watch.
He ate an rotten potato.,He would not eat a potato if it were rotten.
I saw snow in Singapore in June,It does not snow in the summer.
He watches TV shows on his watch,You can't watch TV with your watch
The woman checked her email on a stove.,"A stove is used for cooking, not sending or receiving communications."
a farmer killed the snake with a leaf,A leaf is not robust enough to be a weapon to slay a snake.
The water is plastic,Plastic is not liquid
I saw bears in the ocean.,Bears are not an aquatic animal.
Watch is a kind of furniture.,"Watches are accessories, not furniture"
The ear is the organ to see,The ear is designed to hear.
A child can roll uphill on skates.,A child would roll backwards if they tried to roll uphill on skates.
The janitor used a bucket to sweep the floor,"A bucket is used for holding water instead of sweeping, a bucket would not sweep anything up off the floor."
I like to fail,failure make people depressed
She put the shoe on her hand,"Shoes go on feet, not on hands"
A baseball bat hits a baseball glove.,A baseball glove is used to catch baseballs.
Everyone has the same interests and hobbies.,Everyone has their own favorite hobbies and interests.
He carved the ham with a spoon.,A spoon is an impractical tool to use when carving a ham.
I poured the entire ocean in my cereal bowl.,Entire ocean in my cereal bowl much bigger than the poured.
air leaked out of the beach ball because it had a picture on it,a picture has nothing to do with air tightness in a ball
You would eat computers for dessert.,you can't eat electronics
She loves to dance provocatively for money at the local Walmart.,Local Walmart is not giving money for any dancing p people
You can take a bath in a blender,A blender is too small to take a bath in.
Crocodiles sucking blood,crocodiles never suck the blood.
you will find a shark in a mountain,sharks will be found only in sea not in mountain
The woman drank the dog urine past its expiration date.,Urine tastes horrible and is bad for you
There will be breathing after death.,You do not breathe after you die.
Teachers like dishonest children.,Dishonest children are dislikable
A fish walks on land,A fish doesn't have feet so it can't walk
the sky is green,the color of the sky can't be green
Bob got angry when he passed the exam,Passing an exam is usually a good thing and does not make people angry.
The man lived at the bottom of the sea.,Man cannot live under the sea.
You can find pen and paper in the bathroom.,You wouldn't keep a pen and paper in the bathroom
i like her songs because she is a good cook,"Because she is not cook , she is a singer"
Sunscreen can damage the skin,Sunscreen protects the skin
Hippos live in the deserts.,Deserts do not provide the water environment that hippos need to live in.
playing frisbee is for people who like to play football,frisbee has nothing in common with football
I was very scared to see old friends abroad,there is no meaning of scare by seeing friends
At night sunlight show their path,The sun does not shine at night
The old man likes to go diving,Diving is easy for young people
Mineral water can be used to blow bubbles.,The mineral water is not sticky and the bubbles will burst soon.
He wore glasses for finger,Glasses are used to improve eyesight.
Pattie flew on a plane to the Mars,mars is not in earth
You can drive after drinking.,driving after drinking is illegal behavior.
they get out of an air-raid shelter to avoid bombs,an air-raid shelter reinforces against bombing
I will play the song on my table..,The table can't play music
Students teach teachers,A student does not teach.
Kneecaps are usually located on faces.,"Kneecaps are found on legs, not faces."
I graduated from college at the age of 3,People usually graduate from college at the age of 22.
I received an email from my dog.,email can be received from another friend not from animal like dog.
we can have a shower in the kitchen,shower will be done only in the bath room
He subscribed to that channel since he disliked their videos,Disliked videos does not require subscription.
There are many tall trees in the desert.,There are few trees in the desert
The sky is so green today,The sky color can only be blue or black.
He bought building and kept in the bag,Building is to big to keep in a bag
a guide dog can lead its deaf owner,"Deaf person can see, So they do not need anyone to guide them."
Meals leave dishes to be thrown away.,You do not throw away dishes if they are dirty.
The tree climbed on the cat.,The tree is much bigger than the cat.
my brother look like water,HIS BROTHER IS A HUMAN NOT A LIQUID
He filled his clothes with water,clothes can not hold water.
A coat is made of paper,Paper will not protect against the rain
He went to the bar on a plane.,bars are on the streets
The sky turned green during the sunset,Colors of the sunset range from purple to yellow but never includes green.
My boyfriend sent me a bouquet of tractor-trailers for my birthday.,Tractor-trailers are not items that can be gifted.
There are many plants in the desert.,"Due to lack of water,few plants grow in the desert."
Ketchup is a type of book,ketchup has no relation with books in a physical form
This people has existed for tens of thousands of years.,Fossil is not live human.
The desk lamp illuminates the room,"desk lamps are for illuminating the darkness of the room , not the room itself"
my cleaner works on my taxes every year,A cleaner isn't qualified to work on your taxes.
Apple is a small timepiece worn typically on a strap on one's wrist,Apples are fruit.
We can go to the store and steal a new dress.,You should not steal.
The cup is in the table,There is no open space within the table to hold the cup
I can buy some books in clothing shops.,I can by books in book stores.
the color of the sea is yellow,The sea never appears yellow in color.
The little girl ate a computer.,Computer cannot ate by the little girl.
She uses soda to draw.,Soda is not a utensil used for drawing.
He filled his car with jello.,jello is a food item
There are many planes in the harbor,Planes are located in the airport
he took bath with a toothpaste,toothpaste is for teeth and no one takes bath with it
He drank a cup of bee,A bee is an insect.
I sleep 25 hours a day,There are 24 hours in a day
we can eat noodles with knives,we can't access noddles from bows by knives conveniently
Eggs come from mammals,"Eggs come from birds, reptiles, and fish"
a book is used to eat,A book is not an eating utensil.
"When there is no water when thirsty, you can use oil instead.","Oil cannot quench thirst like water, it does not hydrate"
The man paid the bill with water.,"No one pays a the bill with water, water is not a form of payment."
He put the child in the mailbox,A child is not a object.
she slept in the elevator at the mall this afternoon,Elevators are not appropriate places to sleep.
People should drink oil every day,"Oil is used for cooking, not drinking."
Old books are worse than new books,Old books are not as good as the new books.
I bought a bomb for my girlfriend,Bombs are very dangerous and threatening gifts.
We feed turtles with dog food.,Dog food is for dogs
he coughed up the boat that was stuck in his throat,People don't eat boats.
The nurse injected the patient with a bandage.,A bandage is used for external wounds.
Crocodile can swim in the magma,Magma will burn crocodiles to death
All birds are Canaries,Finches are not Canaries
A cupcake is a large cake,Caks is not a cookie
mum is cooking a delicious meal in the bedroom,a bedroom is used for relaxing rather than cooking
Situation: I am sitting on a stove,A stove can cause harm if touched while on.
He stays sleepy while driving a cat at night.,People do not drive cats.
Humans can photosynthesize,People don't plants
Henry became happy after he shot an own goal,shot an own goal makes Henry unhappy
An activity someone can do is run when hungry.,People stick to a diet plan on purpose.
birds can breathe in the water,birds have no gills thus can only breathe in air
Tadpoles grow into butterflies.,Tadpoles turn into frogs.
he had left his plane in his car,Plane is much bigger than the car.
Baseball is a sport involving one teams of players,Baseball game requires two teams to take turns offensive and defensive
A wheelchair is a desk on wheels that handicapped people can use to get around,A desk on wheels is not designed for the handicapped to get around
i cut a piece of cloth with chopsticks,i cut a piece of cloth with scissors
Jack jumps up the cliff,It is impossible to jump up a cliff.
Human beings should destroy the environment,Human beings should save the environment not destroy the environment.
Last night she slept on the fan,"A fan is not something to sleep on, but something to cool a room down."
The desk is a writing instrument.,A desk is used as a hard surface to write at.
Book has calculating function,A book is not an electronic and has no ability to perform functions
i drink some glass,we can't drink glass
Freshwater is salty and thus cannot be drunk.,Freshwater is not salty.
The fruit ripened in spring,Spring is too early for fruit to ripen.
Chopsticks are pinned to the hair.,Chopsticks cannot be pinned to the hair.
"He slammed his friend, hoping to invite his friend to his party","Slamming someone is rude, no one invite others in such a way"
I plan on taking a vacation to a distant galaxy.,It is not feasible to take a vacation to a distant galaxy.
Our sniper terminated an enemy from eight hundred miles away,Eight hundred miles is too far for even the most talented sniper.
He put a house in the pan.,A house would not fit in a pan.
There is a huge dolphin in my backyard,The dolphins are living in sea water only.
The nurse made her rounds in the school.,Nurses work in a hospital.
Peter and his pet are playing basketball,Pets do not know to play basketball.
He saw the bird flying with a dog on its back,A bird wouldnt be able to fly with a dog on its back
A stone can contains species of many plants and animals,A stone is smaller than most plants and animals.
The crab is served with chocolate sauce,"Crab is a sea species,it can not be served by chocolate sauce."
"Pen is an instrument composed of a blade fixed into a handle, used for cutting",Pen is an instrument used to write in books
He drove his donkey to work.,Donkey are not driven.
he paints the ceiling with cola,He paints the ceiling with paint.
Sleeping helps one to go forward,no one can go forward by sleeping
"He is a selfish man, so he is very popular.",By any way the people can get popular
he swims in his own bathtub every day,A bathtub is not big enough to swim in.
People will probably see a polar bear in their garden.,It's impossible to see polar bears in people garden.
A man ate plastic box for his health development,Plastic is inedible.
Playing more computer games can improve academic performance.,Playing more computer games can lowers academic performance
The elephant is blue.,Elephants are grey.
I went to market by my table.,a market does not typically exist inside a room with a table
An exercise someone can do is sleeping,SLEEPING IS NOT A EXCERCISE
You are likely to find a tiger on a board,Tigers live in the wild
Ostriches can fly,Ostriches are water animals.
She does yoga in the mustache,"Mustaches are not a place, they are a thing."
My parents always punished me when I did well at school.,It does not make sense for parents to punish their children for succeeding because they naturally want them to do well.
this house sounds very good,"Houses typically don't make any noises that would ""sound good."""
people trust him really because he often breaks his promise,Promise breakers are untrustworthy.
It is better to bring up sensitive subjects when angry.,When angry a person might not react rationally and if the sensitive subject is brought up the anger may escalte for no good reason.
"Because of his excellent work, he was dismissed from the boss.",The boss praises his employee for his excellent work rather than dismiss him.
The moon is always round.,"The moon waxes till it becomes full, and then wanes."
"once a man stole her horse, she went to a doctor",If someone stole your horse you would go to the police not the doctor
You are likely to find a White House in the countryside,the White House is in a very specific location in the city of Washington
black coffee leaves a bitter taste in the book,book does not have taste
Miley Cyrus played basketball for the Los Angeles Lakers,Miley Cyrus is a singer not a professional athlete.
Students go to police station everyday,Students should not be going to the police station everyday.
Most families have their own train,Only railway services own trains
it's summer and few flowers are in bloom,Summer's temperature is good for flowering
The hat on his ass is beautiful,"People wear hat on their head, not on their ass"
He went to China to see the Alps,"The Alps are in Germany, not China"
He does yoga on the treadmill,"People do yoga on the yoga mat, and run on the treadmill"
Nazi is a bless for Jewish people,Nazi policy is based on hating Jewish people
You are likely to find a tree on a Koala,KOALA IS USED FOR DRINKING NOT FOUND ON TREE
There may be a big city on Mars.,Mars is not suitable for human habitation and there is no city.
Squirrel coarse storage of honey for winter,Squirrels don't eat honey.
The movie played on her tabletop.,Tabletops do not play movies.
It is a common truth that boys are smarter than girls,Boys are not smarter then girls.
It is so hot that he puts on his coat,wearing clothes retains heat
he was admitted in a university after a heart attack,a university does not have doctors and nurses
I had to fold the shirt because it was full of dirt.,Folding something won't clean it.
Peace pigeons represents war,Peace pigeons symbolizes peace
Trees usually grow lower than roses.,"Trees do not grow lower than roses, as seen in everyday life."
The quarterback tossed the lion at the beginning of the play.,Lions are too large to be thrown.
Ice melts into stone,Ice is water
Running for too long won't make you tired,running tires your body because of the release of energy
She applies flour on her face every night,Flour is not meant to be applied to a face.
We shouldn't take care of trees.,"Trees keep us alive, so we need to protect them."
"I'm too full for lunch, so I'm going to eat more",people cannot eat anything when they full
I am afraid of floating while swimming,While swimming we cannot float.
The dog read a book about computers.,DOG DOESN'T HAVE READING KNOWLEDGE
The people are quietly shouting,When someone shouts it is loud.
People have a great probability to travel to Mars by bus in the following decades,busses cannot fly
He likes to dance with a dodo bird.,"You can dance like a dodo bird, not with one."
"For a vehicle to run, it must have vegetable oil.",Vegetable oil is not used to make cars run.
I poured some mug in the coffee,Coffee is a liquid base beverage that needs to be in the mug.
Adam took the dinosaurs to the park.,Dinasaurs were extinct long before parks existed.
Mars is farthest from the sun in the solar system,Mars is not the furthest planet from the sun.
going to the zoo is for being seen,zoo visitors' attention is all on the animals
He blew his nose with a dog.,Dogs are pets and not used to blow noses.
A lamp is brighter than the Sun.,"The Sun is way bigger, hotter, and brighter than a lamp."
Boats can row people.,"Boats are inanimate objects that can't do anything, let alone to people."
A handbag is a flexible bag that can be inflated with a gas,Gas cannot be inflated in the handbag.
I got married after I found out that my wife had cheated on me,no one will marry an unfaithful woman
People's hair turns red when they are old,Hair loses color as we age so it turns white not red.
i buy a CD to listen to the latest advertisements,a CD is usually made to record songs
"His friend laughs at his haircut, so he is happy",Being laughed at is not an enjoyable experience.
Christmas is a pagan holiday,Christmas celebrates the birth of Jesus which is not a pagan religion and is a holiday in december
penguin live in the Arctic,penguins live in the southern hemisphere such as in Antarctica.
I like people who are irritable with me.,An irritable person can be very disgusting.
boats sail on the sky,"A ship has no wings, so it cannot fly in the sky"
Anime is a live-action,Anime cannot be live-action because it's anime is not live.
She loves eating mud everyday,Mud is not edible for humans.
The failure capital raising offers this company a terrific opportunity to grow.,The failure of capital raising means that a sum of money is missing and a good opportunity for the company to grow is lost.
a pig is flying in the sky,Pigs don't have wings and can't fly.
Ward likes to walk his dog in a rainy day,Ward and his dog will get drenched in the rain
the airplane lifted from the bird,airplane is too large to lift from the bird
You are likely to find a shark in a hole under a ficus,"Sharks are found in bodies of water, not in the ground or under plants."
You are likely to find a shark in the farm.,Sharks live in the ocean.
When a person goes to a grocery store he can buy houses.,Grocery stores don't sell houses.
Tiger can be drilled into small bottles,Tiger's body can't shrink
he wore his ice skates and went hiking,Ice skates are only worn to skate on ice
The crocodile smoked a cigar,crocodiles don't smoke and they probably couldn't even hold a cigar in their mouth
People sleep on air conditioner.,People feel uncomfortable lying in the air conditioner.
Astronauts used their wings to get on board the Saturn V spacecraft.,People cannot fly.
You must get success if you work hard,Nobody is can be certain of success.
Our tongue helps us walk,"The tongue helps one talk, not walk."
The explorer crossed a galaxy,Galaxy is far away
The fruit ate the bird from the tree.,The fruit has no mouth or teeth.
Tony plays badminton with his dog,dogs can't play badminton in most cases
music can destroy human's body,People listen to music all the time with out it destroying their bodies.
supermarkets rise prices for a year-end clearance,In supermarkets year end clearance at low prices.
The little girl who forgot to bring a coat shivered in the warm,Because people do not shiver when it is warm.
Mosquito coil can kill spiders,Its called Mosquito coil because it kills Mosquito's
Peanut oil can be used to repel mosquitoes.,Mosquitoes cannot be repelled by the peanut oil.
I used my blender to buy a game.,Blenders are used to make juices or mixtures not to buy games
A moment is a lifetime,A lifetime isn't a factual method of calculating time.
starving people care little about food sources,A person that is starving is interested in food sources.
my mom let a crawfish eat me,A crawfish is too small to eat a human.
"In most cases, you need a driving license to go to other countries","You usually need a passport to travel between countries, not a drivng license."
judy used an earpick to clean between her teeth,This doesn't make sense because its too big
"If a person wants to exercise, they go to a pizza parlor.",A pizza parlor is not a good place to exercise.
"Everyone at the party had a drink, but some of them did not.",everyone means all of them. but it mentioned as some of them again.
You walk around when watching a play in a theater.,YOU SIT IN A SEAT WHEN WATCHING A PLAY IN A THEATER
Fighting is a good behavior.,Fighting is usually a negative result of inappropriate actions or statements.
the hotel has several tennis museums,Museums are not available in the hotel.
She wore a chandelier in the train.,"a dress would fit just right ,but a chandelier would take up a lot of space."
I like to wear helicopters,You can't wear an actual helicopter.
we can play cricket with the basket ball,A basket ball is too big for cricket
I was disappointed because the expensive food tasted good,you would be happy for tasty food
She wrote a poem with a hammer,hammers do not have any ink/lead in them that could be used to transcribe
he bought a new fridge to watch movies,Fridge doesn't have a monitor or receiver to show movies.
the airline had been screening pets on X-ray machines,pets are checked by human not X-ray machines in airport
A cat was driving the car,Animals cannot drive a car.
The man bought some apples from a bathroom.,a bathroom is not a grocery store to buy apple
Food refrigerated longer than recommended can burn,Refrigerators don't cook food
"There is no speed limitation on Germany highway, thus the driver can drive as far as they can",Speed limitation is for constraining the vehicles' speed
He likes swimming on the grass nearby.,In order to swim you need a body of water
The baby held grandma.,A baby is much smaller than his or her grandma
"On my birthday, we lighted up birthday cakes for celebration",birthday cakes are foods instead of decorations
The space shuttle needs water to fly,water cannot give enough power to push the space shuttle
I drove my car into my hand luggage.,A driven car is lager than a hand luggage.
a container cup is for eating ice,a container cup can not hold ice
I feel my tears when I'm laughing,people rarely has tears when laughing
"My baby was allergic to my cat, so I decided to give the baby away.",giving a baby away is illegal
a thief stole my finger,It is impossible to steal a finger because it is connected to your body.
"If you want to lose weight, eat junk food",People gain weight from junk food.
i went to get the patrol at hotel,A hotel does not have the patrol.
Tom was very happy because he was bullied in school,When tom bullied in school he will sad and nobody happy when bullied
the balloon expanded as he pricked it,ballon will blast if it was pricked
"Paper is a glass or plastic container with a narrow neck, used for storing drinks or other liquids",Paper is not made of glass or plastic.
I took off my coat in the cold wind,If it's cold you should leave your coat on.
The rabbit hid in it's shell,Rabbits don't have shells
He filled the car with water and drove off,Water usually doesn't start a car
My vanilla smells like shampoo,vanilla smells vanilla flavor not  like shampoo.
"The woman named her daughters David, Fred, and Paul.","david, fred, and paul are guy names"
Young people should not do volunteer actions.,Volunteer actions can help young people to gain some working and social experiences.
The astronauts all died because the spaceship just ran out of money,Astronauts don't need money to live
An elephant will go in a mail box,When elephants are ship they do not go in the mail box.
If you want to borrow a book you should go to a fridge,FRIDGE IS NOT A LIBRARY
The troop detected enemy plane with their medal,Medals are small metal items worn on a soldier's chest
He lit a bed on fire before he went to church.,if he lit a bed its burned
the sea water is mainly composed of sugar and water,there are lots of salt not sugar in the sea
i spend a dollar to buy a diamond ring,a diamond is an expensive jewel worthing far more than a dollar
He drove to work on the bagel.,A bagel is not a means of transportation.
you can ride from America to Japan,You cannot ride over the ocean.
The apple climbed the tree.,Apples do not move on their own.
Evolution is a stable in the gene pool of a population over time,Creatures can change for their environment over a long period of time.
They black our warm and comforting sun.,You can not black the sun.
Chloe got concentrated when she was bored,"Boredom inspires restlessness, not concetration."
I ran home to help my couch with dinner.,A couch is not capable of making dinner.
i fly to Paris to see the Statue of Liberty,Statue of Liberty is in America
I work 25 hours a day,a day only has 24 hours
