falsesent,id,ref
people can only feel happiness,300,Life is sweet and bitter
people can only feel happiness,300,The reality is that you cannot selectively numb emotions
people can only feel happiness,300,People can feel both happiness and sadness.
Fish can live in a land without water,301,Most fish can't breathe without water
Fish can live in a land without water,301,a fish can only live in water
Fish can live in a land without water,301,Fish can't breath outside water.
Computers can eat food,302,Computers have no life
Computers can eat food,302,computers don't have a mouth
Computers can eat food,302,Computers are inanimate so therefore do not need food and cannot eat
Everyone lives in the country,303,Some people live in the city
Everyone lives in the country,303,Not everyone lives in the country.
Everyone lives in the country,303,everyone lives at home
people are only able to be honest,304,Some people are dishonest
people are only able to be honest,304,Not all people are honest.
people are only able to be honest,304,people lie a lot
If you want to dig a hole then you should use the spoon,305,Spoon is used for eating and too small
If you want to dig a hole then you should use the spoon,305,spoon takes a longer time to dig
If you want to dig a hole then you should use the spoon,305,Spoon is not used to dig a hole.
Soldiers will be punished for bravery,306,Brave soldiers are good soldiers
Soldiers will be punished for bravery,306,soldiers will be awarded for bravery
Soldiers will be punished for bravery,306,soldiers need to be brave in order to function in their job so would not be punished for bravery
Families should visit relatives during the workdays,307,People always work outside during the workdays
Families should visit relatives during the workdays,307,Workdays are used for working.
Families should visit relatives during the workdays,307,Everyone are busy during work days
I can hold up a car,308,A car is too heavy to human
I can hold up a car,308,A car is too heavy for a person to lift.
I can hold up a car,308,The average person is not strong enough to lift a car.
Everyone is good-looking,309,Some people are ugly
Everyone is good-looking,309,"Everybody are good looking, but some stand out."
Everyone is good-looking,309,Some people are average or below.
many vegetables grow on the cement,310,the cement is too hard for vegetables' roots
many vegetables grow on the cement,310,"Vegetables grow in dirt, not cement."
many vegetables grow on the cement,310,vegetables grow only on soil
A puzzle can be solved easily,311,Solving puzzle need patience and time
A puzzle can be solved easily,311,hard work is used to solve puzzles
A puzzle can be solved easily,311,Puzzle is a game that test a person's ingenuity so its hard to solve.
a Cord can be used for treatment,312,a Cord isn't medication
a Cord can be used for treatment,312,treatment are not used in cord
a Cord can be used for treatment,312,a Cord is not the most adecuate treatment for anything
You can take your airplane to visit Mars,313,Visiting Mars needs an airship
You can take your airplane to visit Mars,313,it is impossible to get to Mars by plane
You can take your airplane to visit Mars,313,It is impossible to visit Mars in an airplane. A rocketship would be more suitable for this.
A bus takes passengers from the sea,314,Passengers wait for a bus at the bus stop
A bus takes passengers from the sea,314,Busses travel on land.
A bus takes passengers from the sea,314,"buses go by the road, not by the water"
Ireland is a planet,315,Ireland is on Earth
Ireland is a planet,315,Ireland is a country.
Ireland is a planet,315,Ireland is  not a planet
A person want moldy bread,316,moldy bread is harmful
A person want moldy bread,316,people want fresh bread not moldy bread
A person want moldy bread,316,A person does not eat moldy bread.
Oil comes from the air,317,Oil is made from dead animals in the field
Oil comes from the air,317,"Oil are produced in land, not in air."
Oil comes from the air,317,Beacause air is the one of most thing for made in oil
Planes are almost made of gold,318,Gold is too expensive and too heavy
Planes are almost made of gold,318,Planes are almost made of metal
Planes are almost made of gold,318,planes does not make gold
you can find aliens in a zoo,319,there are only earth animal in a zoo
you can find aliens in a zoo,319,NOBODY CANNOT FIND ALIENS IN A ZOO
you can find aliens in a zoo,319,"You can find animals in zoo, not aliens."
You would dance because you want to rest,320,Dancing can make people tired
You would dance because you want to rest,320,You would't dance because you want to rest
You would dance because you want to rest,320,You should sleep if you want to rest.
If you want to go to work then you should pay your fees,321,the Boss should pay for your work
If you want to go to work then you should pay your fees,321,"It's Best to Pay Your Credit Card Balance in Full Each Month. ... If you cannot pay the balance in full, keep the balance as low as possible. You should never carry a balance of more than 30 percent of your credit limit on any one card or in total. The lower your balances, the better it will be for your credit scores."
If you want to go to work then you should pay your fees,321,Paying fees is not necessary for work.
I see a sheep eating a fish,322,Sheep usually eat grass
I see a sheep eating a fish,322,Sheep is a plant eater.
I see a sheep eating a fish,322,Sheep is a plant eating animal
My dad's dad is my grandma,323,My dad's mother is my grandma
My dad's dad is my grandma,323,no
My dad's dad is my grandma,323,Grandma is dads mother
Eating is an emotion between people,324,Eating is a real action
Eating is an emotion between people,324,EATING IS NOT AN EMOTION IT IS A KIND OF ORDINARY WORK
Eating is an emotion between people,324,HUNGRY IS AN EMOTION BETWEEN PEOPLE
we can buy fresh fruits and vegetables from a Coffee shop,325,a Coffee shop only offers drinks
we can buy fresh fruits and vegetables from a Coffee shop,325,they usually do not sell fruit or vegetables in coffee shops
we can buy fresh fruits and vegetables from a Coffee shop,325,At Coffee shop we can only get coffee not vegetables and fruits
You are likely to find a cake in a drawer,326,a drawer is used to save small things like folder
You are likely to find a cake in a drawer,326,Open food does not go in drawers.
You are likely to find a cake in a drawer,326,Cake is not stored in a drawer.
most birds include penguins can fly,327,penguins' wings are not strong enough
most birds include penguins can fly,327,PENGUINS CAN'T FLY
most birds include penguins can fly,327,"Not all birds can fly, including penguins."
I will feel energetic after running,328,running makes me tired and hungry
I will feel energetic after running,328,Running makes a person tired.
I will feel energetic after running,328,After running we will feel tired.
my friends play computer games in the gymnasium,329,a gymnasium is a place to sport
my friends play computer games in the gymnasium,329,my friends play computer games in the computer center
my friends play computer games in the gymnasium,329,In gyms there are no computers
people feel sick while kissing,330,kissing is a pleasant action
people feel sick while kissing,330,kissing is healthy and makes you feel good
people feel sick while kissing,330,
I like climbing because I fear of heights,331,climbing can lead to heights.
I like climbing because I fear of heights,331,"If someone is afraid of heights, they probably won't like climbing"
I like climbing because I fear of heights,331,I don't like climbing because I fear of heights
people usually eat ice cream in winter,332,people usually eat cream in a hot day
people usually eat ice cream in winter,332,people usually eat ice cream in summer
people usually eat ice cream in winter,332,AT THE WINTER TIME ITS SO COLD SO PEOPLE DOES NOT EAT ICE CREAM IN WINTER
we wear thin clothes in winter,333,thin clothes can't keep you warm
we wear thin clothes in winter,333,we wear thin clothes in winter because winter is not disturbing us
we wear thin clothes in winter,333,weather in winter time is typically colder thus requiring more clothes to keep your body temperature warmer.
we can only see white clouds in the air,334,we can see dark clouds in the air
we can only see white clouds in the air,334,Clouds can be grey when they're full of water.
we can only see white clouds in the air,334,we can only see white clouds in the sky
I lie on a hamburger in my room,335,A hamburger is a kind of food to eat
I lie on a hamburger in my room,335,"If you lie on a hamburger you are uncomfortable and make a mess, and you shouldn't have it in your room because it attracts insects."
I lie on a hamburger in my room,335,Hamburger is a food.
people usually use wood to put out a fire,336,wood will make fire greater
people usually use wood to put out a fire,336,because it create more fire
people usually use wood to put out a fire,336,Wood burns so adding more to a fire makes more fire.
people can harvest fruits without planting seeds,337,people can harvest fruits only after planting seeds
people can harvest fruits without planting seeds,337,To harvest fruits we need trees and for trees we need to plant seeds.
people can harvest fruits without planting seeds,337,people can harvest fruits with planting seeds
people will get dry while taking a shower,338,the water will make people wet while taking a shower
people will get dry while taking a shower,338,Shower makes us wet
people will get dry while taking a shower,338,Shower cleanses a person.
people can play the violin without learning,339,playing the violin requires learning
people can play the violin without learning,339,"You can’t simply pick up a violin and be able to play it successfully without knowing different hand/finger placements to create a specific sound, what string to use, etc. It isn’t likely someone could pick up any instrument and know how to use it properly without having some guidance on techniques and functions of the different parts of the instrument."
people can play the violin without learning,339,Playing the violin well requires a lot of learning
no one can learn from books,340,many people usually learn with books
no one can learn from books,340,Books contain knowledge for learning that you will find no place else.
no one can learn from books,340,Books helps to gain our knowledge
most of the leaves are red,341,only a few leaves are red
most of the leaves are red,341,the leaves are green
most of the leaves are red,341,"It's summer, and most leaves are green, not red."
I will celebrate the failure of the game,342,Failure is a bad thing
I will celebrate the failure of the game,342,Failure is not normally celebrated
I will celebrate the failure of the game,342,People celebrate the winning of a game.
I will have a trip to a police office,343,a police office is not a place for tripping
I will have a trip to a police office,343,police are for solving crimes
I will have a trip to a police office,343,Trip should be to the enjoying and relaxing place
I should study during whole night,344,people need time to sleep
I should study during whole night,344,Studying all night is detrimental since it leaves no time for sleep.
I should study during whole night,344,I  study  whole night
I can drive after drinking,345,driving after drinking is dangerous
I can drive after drinking,345,Drinking Will make mind Out of control  Driving impossible
I can drive after drinking,345,He drunk limitly
I saw a baby holding a woman.,346,Babies are not strong enough to hold women
I saw a baby holding a woman.,346,I saw't a baby holding a woman.
I saw a baby holding a woman.,346,"It would be physically impossible, given their size difference."
Today I will have lunch before breakfast.,347,Breakfast is usually earlier than lunch on the same day
Today I will have lunch before breakfast.,347,AFTER BREAKFAST ONLY LUNCH WILL COME
Today I will have lunch before breakfast.,347,Lunch comes after breakfast.
I can cook any food simply,348,Some foods are difficult to cook
I can cook any food simply,348,many foods are quite complicated to cook and nobody can cook 'any' food simply
I can cook any food simply,348,i cook the food as simple and fast
I saw a square pizza.,349,Pizza is usually round.
I saw a square pizza.,349,pizza only round shape
I saw a square pizza.,349,Pizza Will be cutted only in triangle shape
I saw an island on land.,350,the island is surrounded by water
I saw an island on land.,350,Island can be seen only in the middle of water
I saw an island on land.,350,AN ISLAND IS COMPLETELY COVERED BY WATER AND CAN NOT BE ON EARTH
I have free access to all museums without tickets,351,Some museums need admission tickets
I have free access to all museums without tickets,351,Museums with free access need not need tickets.
I have free access to all museums without tickets,351,We can enter museum By getting tickets only
We cut down trees to protect the environment,352,trees are usually beneficial to the environment.
We cut down trees to protect the environment,352,We plant trees to protect the environment.
We cut down trees to protect the environment,352,We dont cut down trees to protect the environment
People like diseases.,353,Diseases usually make people uncomfortable
People like diseases.,353,"diseases make people sick and can cause death if serious enough, which is definitely not liked"
People like diseases.,353,"People hate diseases, not like them."
My friend is my family member,354,Family members are related by blood
My friend is my family member,354,friend cound not be family member only a blood relation
My friend is my family member,354,Family members and friends are two separate things.
I can use the money to buy all houses,355,Some houses can't be bought and sold
I can use the money to buy all houses,355,All Houses cannot buy by one person.
I can use the money to buy all houses,355,
a stone is an animal,356,Animals are alive and stone is not alive
a stone is an animal,356,a stone is not an animal
a stone is an animal,356,"A stone doesn't have the means of life support, such as a brain or a heart, that defines an animal."
We communicate in different languages,357,communicating in different languages is weird
We communicate in different languages,357,We communicate in same languages
We communicate in different languages,357,"If we speak different languages, it will be very difficult to communicate."
Dogs like eating grass,358,Most dogs only eat meat.
Dogs like eating grass,358,"Dogs are primarily carnivorous, so eat meat, and grass is a plant."
Dogs like eating grass,358,Dogs eat dog food.
I saw a man wearing glasses of three lens,359,we have at most two eyes
I saw a man wearing glasses of three lens,359,Eyeglasses have two lenses.
I saw a man wearing glasses of three lens,359,Three lens would provide for three eyes which he doesnt have.
I will laugh if my family is dead,360,the death of a family member makes people sad
I will laugh if my family is dead,360,I will laugh if my family is dead
I will laugh if my family is dead,360,Laugh is  not a possible one who died.
a Man should play with violent tigers,361,violent tigers are dangerous to humans
a Man should play with violent tigers,361,"it is not advisable to play with wild animals, they can hurt you or kill you"
a Man should play with violent tigers,361,A man would be seriously injured or killed playing with violent tigers.
I will quit my job if I need money,362,people could get paid from jobs
I will quit my job if I need money,362,People get jobs in order to make money.
I will quit my job if I need money,362,If someone needs money they work even harder.
I am happy because I am poor,363,money makes most people happy
I am happy because I am poor,363,Poor people will not be happy.
I am happy because I am poor,363,Most people are not made happy by being poor
I like cakes because I like salty food,364,most cakes are not salty
I like cakes because I like salty food,364,Cakes are not salty
I like cakes because I like salty food,364,Cakes are not a salty its sweetest one.
He walks faster than the driving car.,365,People walk very slowly while the car is fast
He walks faster than the driving car.,365,cars are faster than humans
He walks faster than the driving car.,365,No one can walks faster than the driving car.
today I will go to the amusement park to see elephants.,366,An amusement park is a place to play instead of a place to see animals.
today I will go to the amusement park to see elephants.,366,their is no elephant in amusement park
today I will go to the amusement park to see elephants.,366,Elephants are not found in amusement park.
eating fruits and vegetables makes me fat,367,fruits and vegetables are beneficial to the human body
eating fruits and vegetables makes me fat,367,EATING FRUITS AND VEGETABLES ARE VERY HEALTHY NOT MAKES FAT
eating fruits and vegetables makes me fat,367,Fruits and vegetables are healthy.
"She doesn't like flowers, so I send her roses.",368,A rose is classified as a flower
"She doesn't like flowers, so I send her roses.",368,A rose is a type of flower.
"She doesn't like flowers, so I send her roses.",368,"If she doesn't like flowers, you should not send her roses."
I saw a man breathing in the water.,369,the human can only breath in the air.
I saw a man breathing in the water.,369,Human lungs do not enable people to breathe in water.
I saw a man breathing in the water.,369,you drown
He lay under the watermelon tree,370,Watermelon trees do not exist
He lay under the watermelon tree,370,"Not wise, if watermelon falls it's going to hurt."
He lay under the watermelon tree,370,He lay under the watermelon
today I will go to my hometowns,371,Everyone has only one hometown.
today I will go to my hometowns,371,you can't have more than one hometown
today I will go to my hometowns,371,One is entitled to only one hometown.
My blood type is the same as everyone.,372,there are many blood types but everyone has only one blood type.
My blood type is the same as everyone.,372,there are many blood types
My blood type is the same as everyone.,372,"There are different blood types, theirs can't be the same as everyone."
I drink coffee before I go to bed.,373,coffee will awake people up
I drink coffee before I go to bed.,373,before I go to bed I drink coffee
I drink coffee before I go to bed.,373,Coffee has caffeine and helps you stay awake
He is a hunter afraid of little animals.,374,Not afraid of animals is necessary to hunters
He is a hunter afraid of little animals.,374,Hunters are very brave
He is a hunter afraid of little animals.,374,Hunters aren't afraid of any animals.
I use calculators to play computer games.,375,Calculators can only be used for calculations
I use calculators to play computer games.,375,Calculator is used only to solve mathematics.
I use calculators to play computer games.,375,CALCULATORS ARE USED TO CALCULATE THE MATHEMATICS
I have a light bulb emitting black light.,376,There is no black light in the world.
I have a light bulb emitting black light.,376,I have a light bulb emitting black light.
I have a light bulb emitting black light.,376,I have a light bulb emitting white light.
some monkeys teach human acrobatics,377,monkeys are not qualified to teach human
some monkeys teach human acrobatics,377,HUMAN ACROBATICS NOT TEACH IN MONKEYS
some monkeys teach human acrobatics,377,Monkeys are animals it can't teach Humans
If you want to take a walk then you should wear a hat,378,people can walk without hats
If you want to take a walk then you should wear a hat,378,only legs are required to walk
If you want to take a walk then you should wear a hat,378,wearing a hat has no affect on walking
If you want to make people laugh then you can hit them,379,the people getting hit will feel pain
If you want to make people laugh then you can hit them,379,Hitting someone cannot make someone laugh
If you want to make people laugh then you can hit them,379,If you hit someone they may get angry or may cry.
I use the refrigerator to cook food.,380,the refrigerator is a tool to keep food fresh
I use the refrigerator to cook food.,380,a refrigerator is cold inside and not suitable to cook food
I use the refrigerator to cook food.,380,Food can be cooked using the oven.
I should play games at my school,381,School is the place for learning
I should play games at my school,381,"Because school is for learning, not playing games."
I should play games at my school,381,School is where people go to learn.
He put the fire in his hand.,382,Fire will burn people's hands
He put the fire in his hand.,382,fire burns
He put the fire in his hand.,382,He would burn his hand if you did this.
you may always find a computer user in a wine bar,383,wine bars are usually places for drinking
you may always find a computer user in a wine bar,383,Wine bar is a place where liquor items are sold.
you may always find a computer user in a wine bar,383,computer users are found befor a computer
people usually sleep on the water.,384,people usually sleep on the bed
people usually sleep on the water.,384,people not a  sleep on the water.
people usually sleep on the water.,384,people sleep on bed
If you want to walk on the street then you should have money,385,Walking is free of charge
If you want to walk on the street then you should have money,385,Money is not used for walking.
If you want to walk on the street then you should have money,385,the act of walking does not cost money
Pushing a bike requires much strength,386,bikes are light
Pushing a bike requires much strength,386,That's why you cycle and don't push.
Pushing a bike requires much strength,386,"the bicycles weigh little, it is easy to push them"
Ennui would make you become happy,387,Ennui means that you do nothing and keep wasting time
Ennui would make you become happy,387,Ennui makes people sad.
Ennui would make you become happy,387,happines makes us happy
Something you find at a house is a fighter plane,388,the Fighter plane is a very big weapon that can't be owned by ordinary people
Something you find at a house is a fighter plane,388,Fighter plane  Can't be kept in home
Something you find at a house is a fighter plane,388,Fighter planes are in plane hangers.
A baby can fix a computer,389,Fixing a computer is difficult
A baby can fix a computer,389,Computer cannot be understandable for a baby.
A baby can fix a computer,389,A baby can fix a computer
Accidents are a good thing,390,Accidents usually bring pain
Accidents are a good thing,390,accidents is not good thing this one of bad thing
Accidents are a good thing,390,ACCIDENTS IS NOT GOOD THING
Blind people can watch the TV,391,Blind people can watch nothing
Blind people can watch the TV,391,Blind people cannot watch anything
Blind people can watch the TV,391,TV NOT SEE IN BLIND PEOPLE
A child will be a child forever,392,Growing up is the law of nature
A child will be a child forever,392,Children grow up.
A child will be a child forever,392,CHILD FOREVER
Batteries can power a lantern forever,393,The battery has a certain capacity
Batteries can power a lantern forever,393,a battery is a limited source of energy and will run out
Batteries can power a lantern forever,393,Batteries can't last forever.
A drought happens when excessive rain falls,394,A drought is raised by lack of water
A drought happens when excessive rain falls,394,excessive rain fall results in flood
A drought happens when excessive rain falls,394,That is the exact opposite of what drought means.
If you want to have a haircut then you should go to a library,395,a Library doesn't have a barber
If you want to have a haircut then you should go to a library,395,"Haircuts are being done at the barbershop, not on a library."
If you want to have a haircut then you should go to a library,395,Library is not a place where you have haircut.
If you want to read a book then you should get it from the restaurant,396,the Restaurant doesn't sell or lend the book
If you want to read a book then you should get it from the restaurant,396,Restaurant does not have books.
If you want to read a book then you should get it from the restaurant,396,If you want to read a book then you should get it from the restaurant
The effect of attending a classical concert is impetuous,397,A classical concert usually can make people calm
The effect of attending a classical concert is impetuous,397,Classical concerts are calm and relaxing.
The effect of attending a classical concert is impetuous,397,"Classical music is often challenging, and requires concentration, rather than an impetuous attitude."
Something that might happen when you diminish your own hunger is taking exercise,398,Taking exercise will make you hungry
Something that might happen when you diminish your own hunger is taking exercise,398,Something that might happen  is taking exercise
Something that might happen when you diminish your own hunger is taking exercise,398,exercising makes you hungry
Something you find in the home is actors,399,Actors only can be found at a movie
Something you find in the home is actors,399,ACTORS ARE NOT SOMETHING IN HOME
Something you find in the home is actors,399,Something you find in the home is actors
Going on strike is for having fun,400,Going on strike is serious and may make people lose jobs
Going on strike is for having fun,400,you only collect strike pay if you perform picket or other strike related duties.
Going on strike is for having fun,400,Going on strike is for having serious think
a person is anxious for undesired things,401,undesired things are useless to people
a person is anxious for undesired things,401,if you don't desire something you shouldn't feel anxious for it
a person is anxious for undesired things,401,"If a thing is undesired, that is bad, and a person would be anxious to avoid them, not have them."
You are likely to find a potato in a fruit bowl,402,a Potato isn't a kind of fruit
You are likely to find a potato in a fruit bowl,402,"A potato is a vegetable. not a fruit, so does not belong in a fruit bowl"
You are likely to find a potato in a fruit bowl,402,Potatoes are found in the vegetable basket
Something you find in downtown is a volcano,403,a city won't exist near the volcano
Something you find in downtown is a volcano,403,A volcano would not be located in an urban setting.
Something you find in downtown is a volcano,403,Cities are not built around volcanoes because of the danger posed by the volcano erupting.
His hair is getting longer after a haircut,404,a haircut includes beautifying the hair through trimming it
His hair is getting longer after a haircut,404,The statement makes it seem his hair is growing very fast and his hair is actually shorter than before.
His hair is getting longer after a haircut,404,after a hair cut the hair becomes short
He took the paper out of the printer and printed it,405,printers only prints the paper inside them
He took the paper out of the printer and printed it,405,"One takes the paper out of the printer after it has been printed upon, not before."
He took the paper out of the printer and printed it,405,the paper needs to be in the printer to print
taking a walk is harmful to health in general,406,Walking is a form of exercise and can let people be stronger
taking a walk is harmful to health in general,406,Taking a walk is good for our health
taking a walk is harmful to health in general,406,exercises in general are good for the health
People usually eat moldy bread,407,moldy bread is harmful to human
People usually eat moldy bread,407,people does not eat moldy bread is not good for health
People usually eat moldy bread,407,People usually do not eat mold.
People can't make friends in clubs,408,we can meet many nice people in clubs
People can't make friends in clubs,408,
People can't make friends in clubs,408,
He is a thrifty man and he often wastes food,409,Wasting food is luxurious behavior
He is a thrifty man and he often wastes food,409,thrifty man will never waste anything
He is a thrifty man and he often wastes food,409,IF HE IS ECONOMIC HE DOES NOT WASTE FOOD
He was very energetic because he stayed up late last night,410,Staying up late will make people tired
He was very energetic because he stayed up late last night,410,Energetic person will not stay late night.
He was very energetic because he stayed up late last night,410,Energetic person will not stay for late night.
he goes to the cinema to watch animals,411,A cinema is usually a place to watch movies
he goes to the cinema to watch animals,411,We go to theatre to watch cinema.
he goes to the cinema to watch animals,411,HE GOES TO THE CINEMA WATCH A MOVIE
students usually play their mobile phones in class time,412,students are supposed to listen carefully in class time
students usually play their mobile phones in class time,412,they dont play their phones they play on their phones
students usually play their mobile phones in class time,412,Students are not allowed to mobile phone in classroom
We make cakes with butter and wood,413,the human can't eat wood
We make cakes with butter and wood,413,Wood is not a cake ingredient.
We make cakes with butter and wood,413,WOOD IS NOT BUTTER IN CAKE
No one will die in war,414,wars always cause the injured and the dead
No one will die in war,414,In war people may die or not.
No one will die in war,414,"A war involves battle between groups of soldiers, so it is very unlikely that a war will come to an end without one group winning over the other by use of force."
he is healthy and always takes medicine,415,People usually take medicine when they are ill
he is healthy and always takes medicine,415,HEALTHY PERSON DOES NOT TAKES MEDICINE
he is healthy and always takes medicine,415,Healthy people do not need medicine.
Cowardly people love horror movies,416,horror movies are usually scary
Cowardly people love horror movies,416,People who are easily afraid typically avoid horror movies.
Cowardly people love horror movies,416,Cowardly people hate horror movies.
People usually fly in the sky,417,People don't have wings and flying needs wings
People usually fly in the sky,417,people may work as pilot
People usually fly in the sky,417,We cannot fly.
He washes potatoes in a washing machine,418,Washing potatoes is likely to damage the washing machine
He washes potatoes in a washing machine,418,Washing machines are only used for washing clothes.
He washes potatoes in a washing machine,418,washing machine use only for dress so can't washes potatoes
No living thing can live in the sea,419,at least fish can survive in the sea
No living thing can live in the sea,419,All the sea creatures only living in the sea.
No living thing can live in the sea,419,fish can only live under the sea
People like to wear wet clothes,420,wearing Wet clothes make most people uncomfortable
People like to wear wet clothes,420,People like to wear wet clothes to get cold in summer season
People like to wear wet clothes,420,People do not like the feeling of wet clothes.
He is older than his father,421,Only after your father is born can you be born
He is older than his father,421,FATHER IS OLDER
He is older than his father,421,FATHERS ARE ALWAYS ELDER THAN ANYONE
People can speak loudly in the library,422,a library needs to be quiet
People can speak loudly in the library,422,People are not allowed to speak loudly at the library.
People can speak loudly in the library,422,People cannot  speak loudly in the library
People can't go back to where they are after they circle the earth,423,The earth is approximately a ball
People can't go back to where they are after they circle the earth,423,after circling the earth people come back to their own  place
People can't go back to where they are after they circle the earth,423,People can circle the earth any time.
human can live on the sun,424,Man can't stand the high temperature of the sun
human can live on the sun,424,no living beings can live on the sun
human can live on the sun,424,"sun is very hot so, the people can't live on the sun"
most cats can swim,425,Cats are usually afraid of water
most cats can swim,425,Cats avoid water; most cats cannot swim.
most cats can swim,425,"All the cats are didn,t swim."
You might feel happy when you're stuck in traffic,426,Traffic jams can disrupt your schedule
You might feel happy when you're stuck in traffic,426,"being stuck in traffic leads to frustration, not happiness"
You might feel happy when you're stuck in traffic,426,Traffic is a cause of frustration and anger.
We will feel relaxed from sitting or standing for long periods of time,427,Sitting or standing for long periods of time can clog our blood flow
We will feel relaxed from sitting or standing for long periods of time,427,We will feel pain from sitting or standing for long periods of time.
We will feel relaxed from sitting or standing for long periods of time,427,Sitting or standing for long periods of time is not relaxing.
Cats and mice are good friends,428,The cat eats mice for food
Cats and mice are good friends,428,Cats and mice are good enemy
Cats and mice are good friends,428,cats eat mice and are not friends with them
The sea is sweet,429,Seawater is full of salt and mineral
The sea is sweet,429,sea is salty
The sea is sweet,429,sea water is salt
Fireflies are usually annoying,430,Fireflies are beautiful when they glow
Fireflies are usually annoying,430,
Fireflies are usually annoying,430,
Flowers have only one color,431,anthocyanins can be change into many colors
Flowers have only one color,431,Flowers have many colors
Flowers have only one color,431,
Hail comes in winter,432,Winter is dry and there is not enough water vapor to form hail
Hail comes in winter,432,It does not rain in winter.
Hail comes in winter,432,Hail is not a seasonally dependent weather phenomenon and is possible in all seasons.
A man with a big head must be clever,433,A man's intelligence usually depends on his education
A man with a big head must be clever,433,Clever man does not have big head.
A man with a big head must be clever,433,A big head does not necessarily correlate with intelligence.
Breathing through the mouse is healthy,434,The mouth cannot filter out harmful substances
Breathing through the mouse is healthy,434,BREATHING THROUGH MOUSE IS NOT HEALTHY
Breathing through the mouse is healthy,434,Breathing through nose is healthy
you can eat sprouted potatoes,435,Sprouted potatoes are poisonous
you can eat sprouted potatoes,435,You have to take the sprouts off potatoes before eating them.
you can eat sprouted potatoes,435,POTATOES IS NOT EAT IN SPROUTED
Waste batteries can be thrown away at will,436,Waste batteries cause pollution
Waste batteries can be thrown away at will,436,Waste batteries are harmful to the environment and they should be regulated.
Waste batteries can be thrown away at will,436,"waste batteries are toxic to landfills and the environment, they should be disposed of properly."
Vitamin C can be eaten with seafood,437,Vitamin C is toxic when it's eaten with seafood
Vitamin C can be eaten with seafood,437,not only in seafood
Vitamin C can be eaten with seafood,437,vitamin c cannot be eaten with seafood
Smoking is allowed in public places,438,Smoking in public places will cause trouble to others
Smoking is allowed in public places,438,Most public places in modern days do not allow smoking unless in specific places
Smoking is allowed in public places,438,Problemfree smoking is allowed in public places
children need four hours of sleep every day,439,children are supposed to have adequate sleep
children need four hours of sleep every day,439,"Four hours of sleep per day, is not long enough for a child, as they need 8 to 9 hours."
children need four hours of sleep every day,439,Children needs more than 4 hours of sleep each day.
Ears can smell,440,Ears are used to hear
Ears can smell,440,Ears are only used for hearing.
Ears can smell,440,Ears hear sounds; noses are for smelling.
the Football is played by hand,441,Football is played by foot
the Football is played by hand,441,"Football, as it's name implies, is played using the feet, not by hand."
the Football is played by hand,441,Football is played with the feet and not the hands.
Dinner should be around one o'clock,442,Dinner should be around six o'clock
Dinner should be around one o'clock,442,Dinner is in the evening.
Dinner should be around one o'clock,442,Dinner is an evening meal which takes place after five pm.
Westerners like the number thirteen,443,Westerners believe that the number thirteen brings bad luck
Westerners like the number thirteen,443,"THIS STATEMENT IS AGAINST COMMON SENSE BECAUSE MOST WESTERNERS CONSIDER THE NUMBER 13 TO BE A CURSED NUMBER, HENCE THE TITLE FRIDAY THE 13TH"
Westerners like the number thirteen,443,The number 13 is unlucky.
eating fruits is bad for health,444,fruits contain a lot of nutrition
eating fruits is bad for health,444,Eating fruits increases the strength of health
eating fruits is bad for health,444,Eating fruit is good for your health.
children need to drink beer before going to school,445,children are not allowed to drink beer
children need to drink beer before going to school,445,SCHOOL IS A PLACE WHERE CHILDREN'S ARE TAUGHT GOOD BEHAVIORS.ITS A SECOND HOME WHERE CHILDREN ARE GROWN UP TO BE A VERY GOOD CITIZENS.HENCE CHILDREN NEED TO DRINK MILK NOT BEER
children need to drink beer before going to school,445,children are not biologically developed for their bodies to tolerate alcohol and should not drink it before school or otherwise
I play football every day because I love playing computer games,446,computer games are nothing to do with football
I play football every day because I love playing computer games,446,Games and sports require different skillsets.
I play football every day because I love playing computer games,446,Football is not the same as playing computer games
"it is rainy, so we can play football outside",447,a rainy day is not suitable for playing football
"it is rainy, so we can play football outside",447,Playing football outside does not require rainy weather
"it is rainy, so we can play football outside",447,The ground will be muddy during rain.
students have to copy homework in class,448,copying homework does harm to your grades
students have to copy homework in class,448,home work should not be done in class.
students have to copy homework in class,448,Students who copy homework get in trouble for cheating.
Tokyo is in China,449,Tokyo is the capital of Japan
Tokyo is in China,449,tokyo is capital of china obviously it is china
Tokyo is in China,449,Tokyo is in Japan.
"In the evening, I will eat breakfast",450,we normally eat breakfast in the morning
"In the evening, I will eat breakfast",450,Breakfast is eaten in the morning.
"In the evening, I will eat breakfast",450,Breakfast is taken in the morning.
"I am tired, so I need to go to work",451,working will make people more tired
"I am tired, so I need to go to work",451,"I am tired, so I need to go to sleeping work"
"I am tired, so I need to go to work",451,"When you are tired you feel like going to bed, not working."
birds live in the ocean,452,birds are not able to breathe in water
birds live in the ocean,452,Because birds fly. They don't swim.
birds live in the ocean,452,Birds cannot breathe underwater.
there are different kinds of trees in the ocean,453,most trees will die if they live in the ocean
there are different kinds of trees in the ocean,453,Trees do not grow in the ocean.
there are different kinds of trees in the ocean,453,Trees don't tend to grow in the ocean.
I take a television to school every day,454,the television is too heavy to take to school
I take a television to school every day,454,School bag is taken to school every day
I take a television to school every day,454,NOTE BOOKS ARE TAKEN BY STUDENTS FOR SCHOOL NOT TELEVISION
"the bag is too weighty, so I cannot hold it",455,it's easier for us to hold lighter things
